height,weight,highestEducation,wages,drinkingOrSmoke,Appearance,dressStyle,lovers,sports,tatoo,houses,hookUp,judgement
171.3,60.5,2,0,1,6,2,0,1,8,1,0,1
158.1,73.7,1,3,0,5,2,0,1,0,0,2,0
180.2,60.6,3,1,1,4,2,1,1,0,1,1,0
156.0,69.7,3,2,0,5,3,1,0,3,0,0,0
170.8,60.6,2,2,1,5,3,1,1,0,0,0,0
174.1,55.8,3,2,1,4,3,1,3,0,1,0,0
173.3,63.3,4,2,1,5,1,0,1,0,1,1,0
176.2,54.3,1,0,1,7,1,0,0,0,1,0,2
173.2,58.8,2,3,0,5,3,1,2,0,2,0,1
177.2,68.7,2,0,1,5,1,1,1,0,1,1,0
174.2,64.9,2,0,3,5,2,3,0,5,0,0,0
169.0,65.1,1,1,3,4,3,1,0,0,3,1,2
176.0,65.4,2,2,2,4,3,1,2,0,1,0,0
170.7,63.5,1,0,1,6,1,2,0,0,1,0,1
157.3,60.3,2,0,3,3,3,0,0,0,0,0,0
172.4,62.4,2,5,3,6,2,0,0,0,1,0,2
178.8,63.5,3,3,3,5,1,1,3,0,1,2,0
162.7,59.5,2,4,3,3,3,1,0,2,0,1,1
174.0,64.2,2,4,2,6,2,1,0,0,0,1,1
179.1,65.4,2,5,3,6,1,1,1,0,0,0,2
178.6,69.7,1,2,0,5,2,0,0,9,0,0,0
186.0,60.3,3,2,1,5,1,2,2,0,0,0,0
177.6,64.7,2,1,1,5,1,1,2,0,1,2,0
170.5,59.1,3,2,1,5,1,0,1,0,0,3,0
179.7,59.1,2,2,0,7,2,2,2,5,1,0,2
180.7,66.8,4,0,1,6,3,1,1,0,0,0,1
172.3,61.0,1,1,3,5,1,1,1,0,0,0,0
165.4,68.7,3,2,2,5,3,1,3,5,0,0,0
170.3,65.0,2,1,1,4,3,3,1,0,1,1,0
172.6,66.6,3,4,1,5,2,1,2,0,0,0,1
170.7,59.6,2,5,1,5,1,2,1,0,2,0,2
171.5,64.9,1,4,1,5,2,1,2,9,1,0,1
174.8,76.6,2,2,0,6,1,1,0,0,0,1,1
175.6,64.8,2,2,1,5,1,1,0,0,1,1,0
169.0,64.4,1,5,1,5,1,0,2,8,0,1,2
170.1,66.7,3,0,1,4,3,1,0,7,1,0,0
171.4,65.4,1,2,1,5,1,0,1,0,2,0,1
172.8,66.2,0,2,1,5,3,2,3,0,0,0,0
186.7,63.5,2,2,1,6,1,1,2,5,1,3,1
161.5,61.6,2,2,1,5,2,1,2,0,0,0,0
175.9,63.5,1,5,3,5,1,2,1,0,0,0,2
175.0,60.9,1,2,0,5,3,1,0,0,2,0,1
165.0,62.3,1,2,1,6,2,0,1,0,3,0,2
173.1,64.1,2,3,3,6,1,2,1,9,1,2,1
170.1,70.0,1,2,2,4,1,0,1,2,1,1,0
167.9,56.6,1,2,0,6,3,1,1,0,0,0,1
179.0,70.0,2,3,2,3,1,0,1,0,1,0,0
181.1,61.1,1,2,0,5,3,0,1,0,3,0,2
172.8,59.1,1,2,1,4,1,2,1,7,2,1,1
169.7,62.4,3,2,2,3,3,0,3,6,1,3,0
160.5,60.0,3,4,1,3,1,2,3,0,1,0,1
180.9,63.3,2,2,1,5,3,1,0,0,1,0,0
165.1,70.1,2,2,1,5,3,0,2,0,1,0,0
182.6,70.2,1,0,0,5,1,2,1,8,2,0,1
178.3,60.3,2,2,1,6,3,1,1,9,2,0,1
166.9,55.2,2,4,0,4,2,1,2,0,0,0,1
168.3,56.8,2,2,1,6,1,2,1,0,0,0,1
172.1,69.7,4,0,0,4,3,1,0,5,1,0,0
176.9,63.6,3,3,1,4,1,1,2,6,0,0,0
184.9,70.0,1,2,1,6,2,0,1,5,1,0,1
172.3,63.4,2,3,1,4,1,2,2,0,2,0,1
169.9,60.8,1,0,0,2,3,1,1,3,0,1,0
172.7,66.8,1,2,1,5,3,0,1,1,2,0,1
161.5,63.3,2,3,2,7,3,1,1,0,0,2,2
170.3,66.0,2,0,1,6,1,2,2,8,2,0,1
174.9,62.5,2,2,1,5,3,0,2,0,1,0,0
180.7,60.6,1,0,0,3,2,1,2,0,0,1,1
168.8,65.9,2,5,1,4,3,0,2,0,1,2,2
168.9,66.8,2,1,3,5,2,3,1,1,2,0,1
164.3,61.4,1,2,0,5,2,1,2,0,1,1,0
175.0,60.3,1,3,1,5,1,0,2,0,0,1,1
175.2,62.4,2,2,1,5,3,1,1,0,1,0,0
176.4,56.7,2,4,1,5,2,0,1,4,1,1,1
176.6,65.2,2,1,1,4,1,2,0,2,1,1,0
169.8,68.4,1,2,2,5,1,0,1,3,0,0,0
174.2,61.7,1,2,3,5,3,0,0,0,0,1,0
181.7,68.7,2,2,1,5,3,0,1,0,0,0,0
172.2,64.8,3,1,1,5,3,0,1,6,2,0,1
173.4,71.1,3,0,1,5,1,2,1,1,1,0,0
179.9,66.6,3,1,1,5,2,0,2,1,1,1,1
180.9,66.1,2,2,3,6,3,0,3,0,1,0,1
174.5,66.3,1,2,1,6,3,1,1,0,0,0,1
174.9,66.6,2,4,0,6,3,1,1,4,0,0,1
175.1,61.4,3,1,1,3,1,2,1,2,1,1,0
181.7,75.6,2,2,1,6,3,0,2,7,2,0,1
165.3,65.8,4,2,3,4,1,1,1,1,0,0,0
169.8,72.8,2,2,1,4,3,0,2,0,1,0,0
175.0,59.3,2,2,1,5,3,1,1,0,0,0,0
177.4,76.2,3,4,2,7,1,0,1,7,1,0,2
175.1,68.6,2,2,0,4,3,1,1,7,1,0,0
165.9,57.1,2,5,0,5,2,1,3,0,0,0,2
169.1,72.6,2,3,1,6,1,1,0,0,0,0,1
175.4,63.6,1,2,3,5,2,2,1,2,1,0,0
175.2,74.3,0,2,0,5,1,0,1,0,2,0,1
173.3,60.1,2,2,1,3,1,1,0,0,1,0,0
169.5,67.2,2,1,1,4,2,1,1,0,0,0,0
167.7,68.0,1,2,1,7,1,1,0,0,0,0,2
174.1,62.9,0,2,3,2,3,0,2,0,1,2,0
172.5,56.0,3,2,3,6,3,2,1,0,2,0,1
181.4,63.0,2,2,1,7,2,2,1,6,0,1,2
179.5,56.2,2,2,0,4,1,3,3,0,1,0,0
168.6,61.9,3,0,1,6,3,0,0,0,1,0,1
175.3,60.5,1,0,1,4,3,1,1,0,3,3,2
177.7,57.8,2,3,1,5,2,1,0,2,0,0,0
178.6,66.6,2,2,1,5,2,0,1,0,1,1,0
174.3,70.0,2,2,0,6,1,1,1,4,0,0,1
177.8,70.6,1,2,1,3,2,1,2,0,0,0,0
174.0,65.4,2,4,1,5,2,1,0,0,0,0,1
184.7,66.4,2,2,2,5,1,0,0,10,3,0,2
176.7,73.7,1,0,0,6,2,1,0,0,1,1,1
173.4,57.8,1,2,3,4,2,0,1,0,0,0,0
166.6,63.0,1,2,1,5,2,1,1,6,2,1,1
176.2,68.3,1,1,3,4,3,1,1,4,1,0,0
167.4,60.9,4,2,3,5,2,0,1,7,2,0,1
173.8,65.5,3,3,1,4,1,2,1,0,1,0,0
171.2,63.0,1,0,1,4,2,0,1,0,0,0,0
176.5,68.9,1,2,2,7,1,1,1,7,0,0,2
178.7,54.5,2,0,3,5,3,0,2,1,1,0,0
175.8,67.7,1,4,0,7,3,0,1,0,1,0,2
174.0,64.7,1,0,3,6,3,1,3,0,3,0,2
175.3,54.8,2,4,0,5,2,1,1,3,2,0,1
174.2,66.1,2,3,1,5,2,1,2,9,0,1,1
180.7,64.3,1,3,0,5,2,1,0,7,0,3,0
177.7,72.0,2,2,0,6,3,1,3,0,1,0,1
177.2,67.8,1,4,1,6,2,0,1,7,1,1,1
164.6,64.3,1,4,1,6,2,0,0,0,1,0,1
174.9,71.5,1,2,2,7,1,3,0,4,0,0,2
175.6,65.4,2,0,3,5,2,1,3,0,0,0,0
174.0,67.5,3,2,1,4,2,2,1,0,2,0,1
173.0,64.4,2,4,1,5,3,2,3,0,2,0,1
165.8,66.2,1,1,3,6,2,2,2,4,0,0,1
172.9,72.4,2,3,1,5,1,1,1,9,1,1,0
174.0,76.4,2,2,2,5,3,2,0,1,1,0,0
171.1,67.4,2,3,1,5,3,1,1,0,0,0,0
179.2,72.5,2,2,1,5,2,2,0,0,0,2,0
164.2,65.1,2,0,1,5,1,1,2,0,1,2,0
168.4,61.5,4,3,1,5,2,1,1,0,0,0,0
170.4,64.4,3,4,1,5,2,0,2,0,1,1,1
172.7,68.3,4,0,1,4,3,0,1,5,1,0,0
180.0,73.6,3,0,3,5,2,1,1,0,2,0,1
178.5,54.2,2,5,0,5,3,0,0,0,0,0,2
174.1,62.7,4,2,1,6,2,2,1,10,0,0,1
173.8,68.8,2,3,1,6,2,2,0,0,1,1,1
175.3,65.5,0,2,2,6,1,1,2,2,0,0,1
179.8,62.6,3,0,1,5,3,1,1,0,0,1,0
166.4,68.2,2,4,0,5,3,2,1,0,0,0,1
170.3,67.3,2,4,3,5,1,1,0,0,1,0,1
171.9,56.1,3,4,1,3,3,0,2,0,2,0,1
175.8,58.7,2,3,3,7,2,1,0,0,1,0,2
170.9,62.0,2,3,0,5,3,1,2,5,1,1,1
163.8,73.5,1,3,0,6,2,0,3,0,0,0,1
169.1,58.7,1,4,3,5,3,1,2,0,0,0,1
173.5,67.2,1,5,2,6,3,0,1,0,0,0,2
172.8,62.8,2,2,1,3,3,0,3,1,1,0,0
174.7,63.6,2,2,1,5,3,1,2,0,1,0,0
169.5,60.0,1,1,1,4,2,0,1,0,0,0,0
173.4,67.3,1,3,0,5,2,2,1,0,0,0,0
175.4,70.6,2,0,2,3,3,1,1,0,0,0,0
168.0,72.9,1,3,1,6,2,0,1,0,0,0,1
177.9,68.2,1,0,1,4,3,1,1,0,2,0,1
177.9,72.2,2,1,1,7,1,0,2,0,1,0,2
174.5,61.8,2,2,1,4,2,2,0,0,1,0,0
180.3,62.5,3,2,1,4,3,1,3,0,1,0,2
173.8,66.8,1,1,1,4,3,0,2,0,2,0,1
179.4,61.5,3,4,2,5,2,2,1,0,1,1,1
170.7,64.8,1,1,1,8,3,0,0,7,0,1,2
169.9,68.2,4,2,1,7,2,0,1,0,1,0,2
180.0,68.6,0,2,0,5,2,1,1,2,1,1,0
163.7,66.3,2,1,1,6,1,1,1,8,0,0,1
173.1,75.6,2,3,2,5,1,1,0,2,2,0,1
177.0,57.9,1,3,3,5,1,1,3,0,1,1,0
175.0,63.2,2,0,1,3,3,0,0,0,0,0,0
177.1,75.1,4,2,0,6,1,0,1,0,1,0,1
172.0,66.3,1,4,2,5,1,1,0,0,2,0,1
167.2,57.3,1,3,0,6,1,1,0,0,0,0,1
173.6,59.7,2,1,1,5,1,0,1,0,2,2,1
167.5,62.5,2,3,1,7,1,0,2,0,1,0,2
172.3,70.3,1,1,0,5,2,0,1,0,0,0,0
175.1,60.7,1,2,3,4,1,1,1,6,1,2,0
181.2,56.6,2,3,1,6,3,1,0,0,0,0,1
167.6,65.7,0,1,3,4,2,0,0,1,2,1,1
179.8,68.5,3,2,1,5,3,1,2,0,1,1,1
171.4,64.6,2,5,1,4,1,1,2,6,0,0,2
167.1,53.4,1,0,0,4,3,0,2,0,0,1,0
163.0,68.5,3,2,0,6,3,1,3,0,0,0,1
178.8,73.0,3,0,0,4,1,0,2,0,0,0,0
175.7,65.2,2,2,3,4,3,1,1,0,3,0,2
181.7,53.6,2,2,3,5,3,1,0,0,1,0,0
169.2,63.2,1,3,0,5,1,1,1,0,0,0,0
179.4,66.9,2,2,1,5,2,1,0,0,0,1,0
183.8,56.2,0,2,1,6,1,1,0,6,1,0,1
177.8,63.5,1,2,0,4,2,1,1,0,2,0,1
176.0,60.9,2,5,1,4,3,3,3,0,0,0,2
168.6,64.7,2,2,3,5,1,3,1,2,1,0,0
172.7,56.6,2,0,0,5,1,1,0,0,0,1,0
172.5,64.6,2,3,1,6,3,0,3,10,1,0,1
167.8,62.6,2,2,1,4,3,2,1,1,0,0,0
171.7,66.2,3,4,1,5,2,0,2,7,0,0,1
170.8,61.7,4,2,1,5,2,2,0,2,1,0,0
181.0,61.4,2,1,3,4,1,3,1,0,1,0,0
172.6,60.2,2,3,1,4,1,1,1,4,0,0,0
175.1,76.9,2,2,1,6,3,0,0,0,1,0,1
177.5,62.4,1,1,0,4,3,0,2,5,0,0,0
179.7,59.5,4,2,3,7,1,0,2,1,0,0,2
173.8,63.2,2,1,0,6,2,0,1,0,1,1,1
172.5,62.2,3,2,0,4,1,1,1,0,0,0,0
182.2,72.8,1,2,1,7,3,1,1,0,1,0,2
176.1,60.0,2,0,0,7,3,3,0,4,1,1,2
168.1,77.3,1,2,1,6,3,2,2,0,0,0,1
171.9,63.9,4,0,3,5,3,0,2,0,0,0,0
172.8,58.1,3,3,1,5,3,1,1,4,0,0,0
179.3,57.5,1,1,0,5,2,1,0,0,0,0,0
179.6,71.7,2,0,3,5,1,0,1,0,0,0,0
174.7,75.8,3,2,3,6,2,0,1,4,1,1,1
180.9,65.3,1,3,3,5,2,1,1,0,1,0,0
174.3,73.4,1,2,1,3,3,1,2,8,0,0,0
167.9,66.7,2,3,1,6,2,1,0,8,1,0,1
178.5,66.6,1,0,0,5,2,1,1,4,2,0,1
172.5,68.8,1,2,1,4,3,1,1,5,2,3,1
175.4,70.4,3,2,1,3,1,1,1,8,1,2,0
168.8,60.6,0,0,1,5,2,1,3,0,0,0,0
174.6,60.9,1,0,1,6,3,2,2,0,0,0,1
178.1,68.5,3,2,3,5,2,0,0,0,0,2,0
172.3,55.1,2,2,1,6,2,2,0,0,1,0,1
172.3,62.2,2,2,1,6,3,1,0,6,0,1,1
174.8,67.5,2,3,0,6,1,1,1,4,1,0,1
179.1,64.6,2,0,1,6,1,1,1,0,0,0,1
171.7,67.6,2,2,1,6,1,0,2,0,1,0,1
169.8,62.9,1,4,1,4,1,1,1,5,0,3,1
168.7,59.0,1,4,2,5,2,3,0,4,0,0,1
167.3,73.7,1,2,1,6,2,0,0,0,0,0,1
169.0,59.1,1,2,1,4,1,1,0,2,1,2,0
176.1,74.8,4,1,1,6,1,1,3,0,2,0,1
171.5,66.3,2,4,1,6,2,0,1,0,0,0,1
174.0,64.8,2,2,1,5,2,3,0,0,1,0,0
175.4,59.9,3,3,1,5,2,1,0,9,1,1,0
178.4,62.2,1,1,1,5,1,0,1,0,0,1,0
176.8,62.4,2,0,1,6,3,1,1,0,1,1,1
177.1,66.6,1,0,1,5,2,2,1,0,2,0,1
176.3,59.1,1,1,2,2,2,2,1,6,1,0,0
174.5,74.3,0,4,0,5,1,1,1,4,2,0,1
173.3,63.3,0,2,1,4,2,2,0,0,2,0,1
165.8,62.6,1,2,3,5,2,1,1,0,1,0,0
182.4,74.0,1,0,3,7,3,1,1,0,1,1,2
171.4,65.4,2,2,1,5,3,1,0,0,0,0,0
170.5,60.2,3,2,0,5,1,1,0,0,0,0,0
176.1,54.8,1,5,3,5,1,2,3,0,1,1,2
168.9,55.9,2,2,1,7,3,1,1,5,0,0,2
177.6,61.4,3,3,2,4,3,0,1,0,1,1,0
171.1,63.8,3,1,0,5,1,0,3,5,0,0,0
174.2,60.9,1,1,1,4,2,0,1,0,0,0,0
172.7,71.3,1,4,3,4,1,1,3,6,1,1,1
171.9,68.6,1,2,1,4,2,0,1,9,1,0,0
179.5,72.3,3,2,0,4,3,1,2,0,0,0,0
169.3,71.0,1,3,1,4,3,0,1,0,0,0,0
173.7,63.8,2,5,1,5,3,1,0,0,1,0,2
177.2,75.3,2,0,1,6,2,1,0,1,1,2,1
169.4,69.7,0,0,3,6,1,1,0,4,1,1,1
169.7,53.2,2,3,1,5,1,2,3,9,1,1,0
172.0,53.6,3,3,3,4,1,0,0,0,1,0,0
174.1,60.0,1,1,1,6,1,1,0,0,0,0,1
178.1,58.1,2,3,0,4,1,2,1,5,1,0,0
172.6,71.4,2,2,1,4,3,1,1,1,1,0,0
170.9,60.6,1,2,1,5,3,1,0,5,2,1,1
176.5,58.9,2,1,0,4,2,1,0,0,1,0,0
174.1,65.4,2,4,3,4,2,1,1,9,2,1,1
170.9,62.4,2,2,3,4,1,1,1,0,0,0,0
170.5,62.3,3,1,0,5,1,0,0,0,0,0,0
171.0,62.2,1,1,3,4,2,1,0,7,1,0,0
178.9,65.4,2,2,1,4,1,1,3,0,0,0,0
173.6,75.7,2,2,0,4,3,3,0,8,1,1,0
180.7,61.3,1,4,1,4,3,1,0,0,3,0,2
174.2,60.0,1,2,3,6,2,2,0,0,3,0,2
172.4,70.3,3,5,0,4,1,0,0,0,1,0,2
176.3,62.3,2,1,0,4,2,1,1,6,1,0,0
170.5,56.5,3,2,3,5,3,1,0,9,1,0,0
179.5,68.3,1,4,1,6,2,1,3,0,0,0,1
174.2,66.1,2,2,3,6,3,1,0,0,1,1,1
175.9,67.8,1,3,1,7,3,2,2,0,1,0,2
167.3,66.5,2,1,2,5,2,1,0,0,1,1,0
170.9,59.8,2,2,0,5,3,1,1,10,0,0,0
168.3,57.5,2,0,3,4,3,1,1,0,1,0,0
177.8,60.4,3,2,1,5,2,3,1,0,0,0,0
168.2,70.8,1,2,1,4,1,1,1,0,0,0,0
175.7,73.2,3,1,1,3,1,1,3,0,1,0,0
176.6,63.1,3,0,1,4,2,1,1,4,0,1,0
174.2,62.8,3,2,0,5,3,2,1,10,0,2,0
180.1,48.2,2,0,0,7,1,0,1,0,0,0,2
178.7,66.5,3,3,1,6,1,1,2,3,1,0,1
171.5,61.5,3,2,0,6,2,1,1,0,1,0,1
174.2,67.7,3,5,0,5,2,1,0,0,2,0,2
175.0,69.0,2,3,0,3,3,2,3,1,2,2,1
168.9,69.8,2,2,0,5,1,3,1,0,1,0,0
173.8,64.3,1,1,2,3,2,0,1,0,1,0,0
180.4,67.3,1,1,1,6,2,2,0,0,2,0,1
171.9,74.9,1,2,1,6,3,1,1,0,2,0,1
172.4,54.6,2,0,1,6,3,1,2,1,2,0,1
169.2,59.5,3,4,3,6,2,1,2,0,2,0,1
169.7,62.4,1,2,1,6,3,0,0,2,0,0,1
169.6,62.5,2,0,1,4,2,1,2,0,0,0,0
173.4,75.2,2,2,2,4,1,1,2,10,2,0,1
178.7,62.4,3,2,1,5,1,1,0,0,1,0,0
169.9,62.1,1,4,1,6,3,0,1,1,2,1,1
175.2,62.0,1,0,1,5,2,0,1,5,1,1,0
170.1,65.3,2,0,2,4,1,2,2,7,1,0,0
175.4,63.0,2,2,1,7,2,1,0,0,0,0,2
169.1,51.6,3,2,3,5,3,0,2,0,1,0,0
177.3,73.7,2,4,2,5,2,3,0,10,1,0,1
173.9,61.4,2,0,1,4,1,0,2,6,2,0,1
178.3,62.4,2,0,3,7,3,1,1,0,1,1,2
175.2,68.6,1,2,0,6,1,0,1,7,1,0,1
176.1,65.3,1,2,1,4,1,1,0,0,1,3,0
168.3,63.3,2,2,1,5,3,0,0,0,1,1,0
169.9,62.7,1,0,0,5,2,2,1,9,0,1,0
170.0,64.9,2,2,1,7,2,1,1,3,0,1,2
172.7,57.1,0,2,1,5,3,0,0,0,1,0,0
175.3,72.3,1,4,1,5,3,1,1,0,1,0,1
175.0,59.8,4,0,1,5,1,1,0,8,1,1,0
173.3,69.4,1,2,1,5,3,0,1,7,1,0,0
180.7,60.7,3,1,2,6,1,0,3,0,1,0,2
181.3,69.4,2,2,1,8,2,1,1,0,1,0,2
179.8,68.1,3,2,0,5,2,1,0,0,1,0,0
174.3,65.6,2,1,0,5,1,2,0,9,1,0,0
168.8,62.4,1,0,0,4,3,0,1,0,0,0,0
168.7,74.1,0,2,1,7,2,1,1,9,0,1,2
176.0,62.2,2,2,1,5,1,0,1,9,2,0,1
175.5,69.3,2,2,3,3,3,0,3,0,2,0,1
167.8,59.0,2,2,1,6,3,1,1,9,0,0,1
174.4,67.9,2,1,2,4,2,1,0,3,2,0,1
183.7,59.9,2,2,3,6,2,1,1,0,0,0,1
173.0,57.0,1,2,3,5,2,0,0,0,1,0,0
166.6,62.0,4,4,3,5,1,2,2,0,0,1,1
169.9,60.5,3,2,1,5,1,0,0,0,1,0,0
166.1,61.6,1,5,1,6,3,1,3,0,0,1,2
169.6,64.7,2,3,1,4,3,2,0,4,0,1,0
177.8,65.3,3,2,2,4,1,0,1,4,0,0,0
181.4,66.5,1,2,0,6,2,0,0,0,1,0,1
174.5,65.9,2,2,2,4,3,0,1,4,0,0,0
176.5,71.1,1,3,1,6,1,1,2,0,2,1,1
173.1,61.3,1,2,3,5,3,1,0,0,2,0,1
177.0,70.3,2,2,2,5,3,0,1,5,2,1,1
171.5,62.1,2,4,1,4,3,1,3,2,0,0,1
175.8,64.8,2,5,1,4,2,1,0,0,2,0,2
181.6,58.8,1,4,1,4,2,2,1,10,2,0,1
181.7,54.0,2,0,1,4,1,2,0,8,0,0,0
183.0,69.3,2,2,1,4,2,1,1,10,2,1,1
169.6,60.0,2,2,1,6,1,0,1,9,0,0,1
173.3,62.9,2,2,0,3,3,2,1,2,3,1,2
178.3,65.5,1,1,3,5,3,2,3,0,0,0,0
180.3,56.9,3,4,0,5,2,1,2,0,1,0,1
176.2,63.5,3,0,1,7,3,1,1,0,1,0,2
174.8,66.0,1,1,0,6,3,0,3,0,1,0,1
174.8,61.6,2,0,0,6,3,1,2,0,1,0,1
178.2,69.8,0,4,1,7,1,0,0,1,1,0,2
167.0,53.0,1,2,3,5,1,0,1,2,1,0,0
167.8,63.9,3,2,1,5,3,1,0,0,1,1,0
171.6,64.9,3,4,3,6,1,1,2,7,2,1,1
172.6,73.7,2,3,1,5,3,0,1,8,0,3,0
179.9,60.7,2,2,1,4,3,1,0,0,0,0,0
174.3,59.0,0,2,1,4,3,1,0,1,1,1,0
178.1,69.2,0,2,0,3,1,1,3,0,1,0,0
170.9,62.9,2,2,1,6,3,1,0,3,2,0,1
170.0,58.7,2,0,1,5,1,1,1,4,2,1,1
172.8,67.0,1,1,1,5,3,1,0,8,0,0,0
168.2,65.8,2,2,0,4,3,0,0,1,3,1,2
175.0,66.2,1,0,0,5,1,0,1,0,1,2,0
174.7,61.5,2,2,0,4,1,1,0,6,1,0,0
174.3,64.7,2,4,1,6,3,0,0,7,3,0,2
178.8,62.2,3,2,1,6,3,1,0,0,0,0,1
169.6,65.3,2,1,1,4,2,0,3,0,0,0,0
177.3,66.2,0,3,2,6,2,0,0,3,2,2,1
174.6,69.9,1,2,1,5,2,0,1,0,1,0,0
171.0,57.5,3,4,3,6,3,0,1,0,0,0,1
177.3,60.9,2,2,0,5,2,0,0,0,0,0,0
171.1,69.1,2,0,1,3,3,0,0,0,1,0,0
166.9,60.5,3,5,1,3,3,1,1,0,2,1,2
176.6,63.8,2,0,3,6,2,0,1,0,0,0,1
177.3,66.9,2,2,0,4,2,2,0,0,1,0,0
177.2,64.6,2,1,1,4,1,1,0,0,1,0,0
172.8,70.4,2,2,0,4,1,1,2,0,0,0,0
176.4,70.5,1,2,3,5,1,1,0,0,1,1,0
171.1,58.4,1,2,1,6,2,1,0,0,1,0,1
171.3,66.2,0,0,1,4,3,1,0,0,0,1,0
167.6,68.4,2,4,1,5,2,0,0,0,2,0,1
174.0,71.1,1,4,0,4,2,1,2,10,1,0,1
178.7,77.3,4,2,1,4,1,2,1,0,1,1,0
182.8,64.1,1,4,1,3,2,0,2,2,1,0,1
171.5,67.3,1,2,1,3,3,1,3,9,1,0,0
176.4,63.6,1,2,1,4,1,1,0,0,0,0,0
168.1,58.3,2,2,1,3,3,1,0,0,2,0,1
171.7,69.5,1,2,1,5,1,3,0,4,1,0,0
168.5,61.8,2,2,3,5,1,0,1,1,3,1,2
173.9,67.4,1,2,3,5,3,0,3,0,2,0,1
179.8,61.4,2,2,0,5,3,1,1,0,0,0,0
176.0,58.5,2,5,2,4,1,0,0,0,0,3,2
172.3,55.0,3,1,0,7,3,0,0,6,0,0,2
169.8,69.3,1,2,1,3,3,3,2,0,1,0,0
163.4,63.3,2,0,3,4,3,0,1,0,1,2,0
181.0,53.8,0,2,1,7,3,1,0,9,1,0,2
176.1,69.7,2,3,3,6,1,1,1,0,0,0,1
177.3,59.1,1,0,1,4,2,2,0,0,0,0,0
176.0,56.1,1,0,0,5,3,0,1,2,2,0,1
176.8,59.4,2,2,0,4,3,1,0,1,0,0,0
179.1,56.7,2,0,1,3,3,1,0,0,1,0,0
176.4,53.6,2,5,0,5,2,1,1,0,3,0,2
176.8,64.2,1,5,0,5,1,1,1,0,1,0,2
170.5,63.4,2,3,3,5,3,1,0,4,2,0,1
172.7,68.9,2,2,1,6,3,1,1,0,1,0,1
167.5,61.2,3,4,3,7,3,1,1,0,1,0,2
173.4,65.6,2,2,0,4,3,0,0,0,2,0,1
177.1,63.5,3,0,3,6,3,1,1,0,3,0,2
168.7,58.1,3,2,1,7,2,0,1,0,1,0,2
167.6,67.4,2,2,3,5,3,0,3,0,2,0,1
176.4,56.1,2,2,1,6,1,2,2,0,1,1,1
170.6,60.7,2,5,2,4,1,3,0,0,2,1,2
173.9,62.9,1,0,3,5,1,2,2,0,1,1,0
171.6,63.9,3,2,0,6,2,0,1,9,2,0,1
174.1,60.3,3,2,3,5,3,0,1,0,2,1,1
176.4,56.5,2,1,1,3,1,2,1,0,0,0,0
180.3,67.0,2,5,1,7,3,0,0,0,1,0,2
170.2,55.4,2,0,1,7,2,1,1,0,0,0,2
172.6,70.0,1,2,0,6,2,1,0,0,1,0,1
174.9,54.1,2,2,1,6,3,1,1,0,0,2,1
175.8,60.9,1,0,3,5,2,1,1,0,0,0,0
176.9,67.9,3,3,3,5,1,2,1,0,1,1,0
171.4,64.6,2,2,1,5,3,1,3,0,1,0,0
172.6,68.9,4,0,1,6,1,1,1,0,1,0,1
174.6,70.7,2,2,1,4,1,1,1,0,0,0,0
181.8,60.5,1,3,0,4,2,1,1,0,3,1,2
169.0,76.3,2,0,1,4,3,1,2,0,0,1,0
169.1,56.0,1,2,2,3,2,0,1,0,0,1,0
178.4,67.9,2,4,1,4,2,1,3,1,2,0,1
174.3,66.0,1,2,1,6,2,0,0,10,1,1,1
156.1,64.5,1,3,3,4,3,1,2,7,0,1,0
178.7,58.1,0,2,3,4,1,1,1,1,0,1,0
177.3,62.6,2,0,1,3,1,0,0,7,0,0,0
170.9,61.8,3,5,1,5,1,0,0,9,1,0,2
164.4,65.6,2,2,0,4,1,1,3,0,1,0,0
176.0,63.9,3,0,3,7,3,3,1,0,2,0,2
167.7,70.5,2,2,1,5,3,0,0,0,2,0,1
181.8,63.7,2,2,2,5,1,0,1,0,1,2,0
177.5,72.8,2,4,1,6,2,1,1,0,1,0,1
162.6,63.3,3,3,2,4,2,1,2,9,1,0,0
178.9,67.2,3,0,1,4,3,1,1,0,1,0,0
171.2,65.3,2,1,1,5,3,1,2,8,0,1,1
171.9,68.2,2,2,1,5,3,2,0,0,1,0,0
168.3,70.4,2,2,3,5,1,1,1,0,0,1,0
170.9,67.3,2,2,0,6,3,1,2,0,0,1,1
172.7,70.5,1,1,3,5,1,0,3,0,1,0,0
171.6,63.1,2,2,1,4,2,1,0,0,1,0,0
174.0,65.4,3,4,0,4,1,1,0,5,0,0,1
171.8,73.6,1,2,1,4,1,3,0,0,3,0,2
177.1,64.2,2,2,3,5,3,1,1,0,1,0,0
174.0,68.6,2,2,1,6,3,0,1,0,2,0,1
176.7,64.5,2,2,2,4,3,1,2,7,0,0,0
174.2,64.3,2,2,0,5,3,2,1,0,1,0,0
171.7,63.9,1,2,1,5,3,0,3,9,0,1,1
170.6,67.8,1,1,3,3,1,1,2,0,1,0,0
174.1,65.2,1,1,1,3,3,0,2,0,2,1,1
176.9,67.8,2,1,1,5,1,1,0,2,1,2,0
183.0,56.2,4,0,1,3,3,3,0,0,1,0,0
167.9,66.8,2,3,0,5,2,1,3,0,1,1,0
175.8,71.3,3,1,1,3,2,2,3,9,1,0,0
170.3,66.5,2,0,2,4,1,1,0,9,1,0,0
